Post,Sentiment,Matched Phobias,Matched Keyword
"today feels like forever!!!",Neutral,"",""
"got my transformers shirt. its cuute =]]",Negative,"",""
"wants the new Tokio Hotel c.d. =]]",Neutral,"",""
"got my trnasformers shirt. its cuute =]]",Negative,"",""
"*PROPNAME* always takes too long to get here in the morning. blahhhhhhhhhhh",Negative,"",""
"is a happy camper because i got the tokio hotel c.d. =]]",Positive,"",""
"doing good with soc. final so far =]]",Positive,"",""
"i hate it when my mom leaves...=[[",Negative,"",""
"mom's coming home tonight. =]]",Negative,"",""
"finally home from a loong day at school.",Neutral,"",""
"disappointed in someone who i thought i would never really be disappointed in.",Negative,"",""
"olive garden tonight =]]",Negative,"",""
"had funn at 6 flags! =]]",Neutral,"",""
"so exhausted today, i don't want it to rain. blehhhh",Negative,"",""
"2 pages down on my paper 3 to go!",Neutral,"",""
"gotta love writers block...ugh",Positive,"",""
"I don't want to go to class today carrying a stupid tri-fold board with me in the wind. ehhhhh...oh well. i have to.",Negative,"",""
"done with my paper finally =]]",Neutral,"",""
"if you know someone who has or had cancer! ? All I want for Christmas is a CURE! ? Put this on your status",Neutral,"",""
"so far...i have an A in Sociology =]]",Neutral,"",""
"i had an awesome idea for my paper last night in my sleep =]]",Negative,"Nyctophobia,","night,"
"I love the smell of Christmas trees. =]]",Positive,"",""
"Thank God I don't have to see *PROPNAME* ever again!",Negative,"",""
"had a lot of funn with the sister =]]",Neutral,"",""
"created my plan A schedule of classes =]]",Positive,"",""
"taking a break from my looong paper",Positive,"",""
"relaxing and listening to music. funn stuff",Neutral,"",""
"ugh, starting my soc paper all over....this is going  to be a busy day...ugh",Negative,"",""
"i feel worse than i did yesterday. thank God there's no class today.",Negative,"",""
"just waiting...",Neutral,"",""
"why do some peoples parents take everything out on their kids. it's so stupid and ugghh!!",Negative,"",""
"waiting for my new phone to come in this week. =]] sooo excited",Neutral,"",""
"bored....what to do for like 20 minutes...",Negative,"",""
"my new phone comes today =]] and i scored a C on my first quiz. yayy =]]",Negative,"",""
"Merry Christmas everyone!",Neutral,"",""
"i dont wanna go to school. ahhhhhhh",Negative,"",""
"making a class schedule when everything closes fast is hard work. blahhhh",Negative,"",""
"has a very good feeling about where things are going. =]]",Positive,"",""
"I love my Mom! If you aren't too proud to say thank you to your Mom for helping you be the great person you are today.. please copy and paste to your profile! I expect to see this many times on my page! ;~} Some people no longer have their Moms here to appreciate! To those who dont we salute your mom with a moment of s......ilence!! Love you Mom & miss you everyday.See MoreSee More",Neutral,"",""
"up way too early. agh",Negative,"",""
"Aoccdrnig to a rscheearch at Cmabrigde Uinervtisy, it dseno't mtaetr in waht oerdr the ltteres in a wrod are, the olny iproamtnt tihng is taht the frsit and lsat ltteer be in the rghit pclae. Tihs is bcuseae the huamn mnid deos not raed ervey lteter by istlef, but the wrod as a wlohe. If you can raed tihs, psot it to yuor wlal. Olny 55% of plepoe can",Negative,"",""
"the weather needs to not be like this...boooo",Negative,"",""
"finished my final. no more developmental psychology =]]",Negative,"",""
"Disneyland with *PROPNAME* today =]]",Negative,"",""
"summer goes so fast!!!",Positive,"",""
"in the cities",Neutral,"",""
"excited for MOA day trip",Positive,"",""
"doesnt wanna go back to work after vacation :(",Negative,"",""
"dentist today...yay...",Neutral,"",""
"work work work",Neutral,"",""
"last cabin trip of the summer. sad :(",Positive,"",""
"busy...always",Neutral,"",""
"goin up north",Neutral,"",""
"I LOVE SNOW!!!",Neutral,"",""
"i got rear-ended b4 i rear-ended someone...surprising.",Positive,"",""
"excited for boundary waters trip",Negative,"",""
"back from the cities",Neutral,"",""
"watching I Love Lucy",Neutral,"",""
"to the cities :)",Neutral,"",""
"doesnt wanna go back...",Negative,"",""
"leading day camp",Neutral,"",""
"tired",Negative,"",""
"only 3 weeks?! what happened???!!!",Neutral,"",""
"math...",Neutral,"",""
"stuffy nose. grr...",Neutral,"",""
"sooooooo much stuff to do this week.",Neutral,"",""
"is trying to do her chem lab but keeps getting distracted by this",Neutral,"",""
"doesn't like mondays.",Negative,"",""
"only kinda sick-ish. yay!",Neutral,"",""
"*cough, cough* must get more cough drops! *cough*",Negative,"",""
"trying to decide on some colleges to visit.",Negative,"",""
"Hope i dont have too much h//w to make up tomorrow...that is if i can go back tomorrow. grrrrrr. i hate being sick!",Negative,"",""
"tired and sick...sick and tired. gr",Negative,"",""
"tired...just like usual",Negative,"",""
"not sick!!! yay!",Neutral,"",""
"homework...:(",Positive,"",""
"Homecoming!!!!",Neutral,"",""
"if a cat always lands on its feet, and toast always lands buttered side down, what happens if you strap a piece of toast to a cats back and drop it?",Neutral,"",""
"minnesingers last night. bored today...",Neutral,"Nyctophobia,","night,"
"picking up leaves...i love fall",Positive,"",""
"we need more long weekends.",Neutral,"",""
"nervous",Neutral,"",""
"Christmas!!!",Neutral,"",""
"Up North this weekend. So excited!!! :D",Positive,"",""
"skiing in -2 degree weather...what better way to celebrate the new year?",Negative,"",""
"almost halfway there!",Neutral,"",""
"ah...end of the semester & a rly long week. these are the best fridays",Negative,"",""
"must read Asher Lev...grrrr....",Neutral,"",""
"ugh...monday",Neutral,"",""
"doesn't wanna go to school tomorrow.",Negative,"",""
"ugh...mondays",Neutral,"",""
"hmmm...what is on my mind? idrk...i think i mighta left it @ atwood last night...either that or its just ignoring me today.",Negative,"Nyctophobia,","night,"
"confused...i should really stop trying to think on Thursdays...",Negative,"",""
"""Everything in this room is eatable. Even I'm eatable. But that is called cannibalism, my dear children, and is, in fact, frowned upon in most societies.""",Negative,"",""
"Dear *PROPNAME* tonight! good thinking *PROPNAME* !",Positive,"",""
"SATURDAY!!! :D",Neutral,"",""
"does it actually feel like we got out early to anyone?",Negative,"",""
"PHYSICS= BAD.  My Favorite Equation.",Neutral,"",""
"I have the best adhi in the whole world...and I HATE physics...",Positive,"",""
"""Hey don't smoke that Tijuana it'll make you crazy,"" my grandma... hehehhe :)",Negative,"",""
"Happy Friendship Day!!! :)",Positive,"",""
"I want two BUNNIES...THEY ARE SOOOOOO CUTE:)",Negative,"",""
"Graduation Pictures Are STUPID Expensive...So just buy 1 of the smallest pictures and then copy them later...IT IS WAY CHEAPER.....",Negative,"",""
"I have the best adhi in the whole world :)",Positive,"",""
"Dashain ko Subhakaamana sabaai laai!!!Happy Dashain!!!",Neutral,"",""
"I wanna get two bunnies....They are sooo cute....",Positive,"",""
"Happy Dashain! Dashain ko Subhakamana Sabaai laai! :)",Neutral,"",""
"Hamro Bai haru laai... bhai tikako dherai dherai subhakaamana....:)",Negative,"",""
"H1N1= :| ...  :{  ...  :(  ...  :@...  oink oink *PROPNAME*, ""So the Swine flu vaccinations are on shortage til Dec....How come we we never seem to be on shortage for illegal drugs like crystal meth or coke???.... We should hire those guys to make the H1N1 vaccinations...""",Negative,"",""
"HAPPY TIHAR!!!!",Neutral,"",""
"“The New England Journal of Medicine reports that 9 out of 10 doctors agree that 1 out of 10 doctors is an idiot.""~ *PROPNAME*",Neutral,"",""
"""So the Swine flu vaccinations are on shortage til Dec....How come we we never seem to be on shortage for illegal drugs like crystal meth or coke???.... We should hire those guys to make the H1N1 vaccinations...""- jay leno",Negative,"",""
"GO BEARS!!! VERY VERY PROUD TO BE BERKELEY ALUMNI!!! Go BEARS!!... Oh Stanford...you're just never good enough... :(",Negative,"",""
"GO Bears! Very Proud to BE BERKELEY ALUMNI! GO BEARS!",Positive,"",""
"Go Bears!!!",Neutral,"",""
"Best Weekend...Eating with family and movie nites with the little cousin... :) :) :)",Positive,"",""
"Proud of the success of her BSP family members!...Congrats to everyone who got into Med School, Dental School, and Grad School!...Best of Luck!",Negative,"",""
"Here's something to think about: How come you never see a headline like 'Psychic Wins Lottery'?~ *PROPNAME*",Neutral,"",""
"So UC Tuition Fees are increasing by 30% and the salary of the UC Regents has been increasing since our fee hikes....SO THAT's where all of our tuition money is going...",Negative,"",""
"""Happy Non-Denominational Happy Winter...""  Just kidding... Happy Holidays Everyone...",Positive,"",""
"Red+Purple= Fuschia? :)",Neutral,"",""
"AMERICAN AIRLINES is taking doctors and nurses to Haiti for free. Please call 212-697-9767. Spread the word. if you are looking for ways to be of any help... UPS IS SHIPPING TO HAITI FOR FREE TOMORROW!! IT HAS TO BE UNDER 50 lbs!! If you have ANYTHING to give, round up your stuff and... send it out!! PLEASE repost this... to spread the word PLEASE repost!!!!",Negative,"",""
"I'm sooo lucky to have such good friends and family! Thanks for all the sweet bday messages! Lots of love to you all!",Positive,"",""
"""OMG...The new SIMS is soooo cool...You can even make friends and stuff...""- my very lonely friend...",Positive,"",""
"*PROPNAME*'s sons' new car-$360,000  *PROPNAME*'s new ring- $800,000 The Average cost of a 16yrs bday party in West LA- $275,000 (Quotes from NPR) PEOPLE GET IN TOUCH WITH REALITY AND SHARE!!!",Negative,"",""
"DON'T TAKE UGLY BETTY off the air!!! There are plenty of stupid shows on the air ...this is one of the FEW SHOWS that's actually EMPOWERING TO WOMEN and SPEAKS TO REAL PEOPLE!",Very negative,"",""
"Happy Lunar Year! I hope it is filled with good health and happiness...and lots of red envelopes! :)",Positive,"",""
"I'm ecstatic!",Positive,"",""
"Missing great diving with my dive group.  *PROPNAME* and *PROPNAME*...I need to get away!!!!",Negative,"",""
"*PROPNAME* is enjoying *PROPNAME*'s 6th Birthday!!! Happy Birthday Miss *PROPNAME*!!!",Negative,"",""
"I'm sad that I'm not getting on a plane tomorrow with my divegroup to scuba in Bonaire.  Instead, I get to work, work, work!  Have fun all!",Negative,"",""
"Happy....no thrilled....that I've finished both Halloween costumes....with 12 hours to spare!  Pictures tomorrow.  Happy Halloween everyone!",Negative,"",""
"What a day!  I repelled down Vasquez rocks in the afternoon and by evening was carving pumpkins underwater with my dive group at the SCV aquatic center.  Throw in making two halloween costumes and it was quite the Saturday!  Pictures to follow soon!",Negative,"",""
